Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
544,5.0,0.4997999966144562,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Reading that statement y Barr it easy to see why it confusing Either he committed a crime or he didn Barr 
545,6.0,0.33009999990463257,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", RepMarkMeadows Oh well As long as Mueller is going to e interviewed y Congress so we see the truth Barr is ought and paid for tw 
546,3.0,0.38510000705718994,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", hWankmaggot I like to listen to older Oama speeches when Im feeling like our country is doomedHis words are like chicken soup 
547,2.0,0.5932999849319458,"be, go, see, ill, man, home, happy, people, want, could", Women are smarter than men There I said it They have intuition and empathy far more evolved than men have 
548,5.0,0.7110000252723694,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", There are ongoing federal and state proes into Trump his family and his aides including a douledigit numer involving clandestine contacts with Russia Even the SCO proe isnt over cf Roger Stone So when Repulicans say lets just focus on the issues nowwhat 
549,9.0,0.1476999968290329,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Birth control 
550,6.0,0.8277000188827515,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", Someody ring me weed and a piece of keylime pie 
551,2.0,0.5526000261306763,"be, go, see, ill, man, home, happy, people, want, could", Thanks everyone My anxiety is through the roof ut Im just going to fold my laundry and go to ed Thanks so much for everyone reaching out Youre not followers to me youre family 
552,3.0,0.8838000297546387,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", This is not worth losing my soriety over This is not worth losing my soriety over This is not worth losing my soriety over 
553,9.0,0.5394999980926514,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Not that anyone asked ut I feel neither hopelessness nor despair after Barrs letter Let the dust settle Give it a day 
554,9.0,0.5042999982833862,"day, good_morn, morning, not, do, sweet, get, good, right, fly", If this was such a good day for Trump supporters why are they so angry 
555,7.0,0.4399999976158142,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", I like to listen to older Oama speeches when Im feeling like our country is doomed 
556,9.0,0.1476999968290329,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Boeing max 
557,8.0,0.5921000242233276,"love, know, patriot, sad, ready, post, wish, sure, name, make", Things I trust more than William Barrs letter working draft email from Zimawe farts fueled y Taco Bell anything with raisins in it suspicious quotation marks like made Fresh in store anything with Kra meat anyone that can eat Pringle and walk away 
558,5.0,0.48260000348091125,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Ill have an oped up shortly aout AG Barrs trouling attempt to resolve the ostruction of justice charges in hours when Mueller didnt resolve it in nearly years Barr must testify And the American pulic must see Muellers full report 
559,2.0,0.5633999705314636,"be, go, see, ill, man, home, happy, people, want, could", If you could have gone to high school with any musician who would it e ME 
560,5.0,0.5680000185966492,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Is everyone totally ummed out ecause of Mueller and Barr I am 
561,2.0,0.6291999816894531,"be, go, see, ill, man, home, happy, people, want, could", Because Im pretty sure I was going to e sent to Gitmo with TheRickWilson ut If QAnon is off now does this mean we go free or no 
562,4.0,0.25850000977516174,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Also is the storm canceled now 
563,7.0,0.6128000020980835,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Bathed in golden light WTF are they writing a romance novel 
564,0.0,0.7523999810218811,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Lets e clearopposition to trump was NEVER predicated on Russia collusion We oppose trump c of ACA repeal saotage GOP tax scam EPA saotage His lies Emoluments Separating kids from parents His white nationalism racism Etc What are other reasons for resisting trump 
565,8.0,0.3758000135421753,"love, know, patriot, sad, ready, post, wish, sure, name, make", WE DEMAND FULL TRANSPARENCY WE THE PEOPLE DESERVE THE FULL TRUTH 
566,3.0,0.26190000772476196,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", The worst thing aout all of this is tomorrows Monday 
567,0.0,0.4490000009536743,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", It doesnt matter what the Mueller report says Trump and his cult have already shown who they are in the last years They are monsters Their lies and hatred shall never e forgotten or forgiven 
568,8.0,0.6815000176429749,"love, know, patriot, sad, ready, post, wish, sure, name, make", Where do roken hearts goon a loop at the Urgent Care clinic This will take care of my ear infection cause Im out ready to kill myself 
569,5.0,0.7961000204086304,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", The reasons Im unfazed y the Barr letter I expected Muellers report to e an analysis Barrs whitewash of the report was foreseeale Mueller would have foreseen it The real action is outside Muellers scope in SDNY etc Not surprised y today or fazed y it 
570,5.0,0.42250001430511475,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", With all due respect I think many of you are jumping the gun with your reaction to Barrs letter regarding the Mueller Report There is a reason he stressed that it does not exonerate Trump Stay tuned 
571,5.0,0.8154000043869019,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", This aout sums it up tonight with the Mueller report delivered 
572,2.0,0.6291999816894531,"be, go, see, ill, man, home, happy, people, want, could", Because Im pretty sure I was going to e sent to Gitmo with TheRickWilson ut If QAnon is off now does this mean we go free or no 
573,5.0,0.5680000185966492,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Is everyone totally ummed out ecause of Mueller and Barr I am 
574,5.0,0.42239999771118164,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Ill have an oped up shortly aout AG Barrs trouling attempt to resolve the ostruction of justice charges in hours when Mueller didnt resolve it in nearly years 
575,0.0,0.557699978351593,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", I will never elieve the adoptions meeting in trump tower was aout adoptions That alone is a reason we need to see the full report That needs to e explained to me 
576,3.0,0.5467000007629395,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", OMFG at Urgent care c of ear infection and theyre playing Im Your Lady y Celineloud My headache is getting worse y the second If she elts out another shrillIm gonna runamuck all up in here 
577,8.0,0.7226999998092651,"love, know, patriot, sad, ready, post, wish, sure, name, make", They asolutely have to This is eyond asurd 
578,1.0,0.5324000120162964,"have, stay, een, life, court, try, large, crime, news, bahria_town", The House Judicial Committee can demand pulic testimony And we watch the refusals which ecomes court ordered supeonas 
579,5.0,0.5896000266075134,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", A good outcome The investigation was ale to proceed lawfully to its conclusion Our president did not conspire with a hostile power to win his election The evidence in the report on ostruction y the president while in office will confirm he ought not e reelected 
580,7.0,0.5745999813079834,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Is Donald tweeting I lock the loony ut I think hes tweeting Ppl are tweeting him suddenly thats usually a sign of another orange loser manay eruption 
581,4.0,0.498199999332428,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", I did not join The Resistance c of Trumps dealings with Russia I joined ecause he represents all things wrong with this world Greed racism igotry sexism and a far right ideology that deserves no vote So I say lets roll up our sleeves and focus on 
582,9.0,0.6589000225067139,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Look up your local Dem group and volunteer Get plugged in with postcards to voters What is a topic you care aout and go see your congresspeople How we can start loying and advocating for ourselves 
583,9.0,0.6498000025749207,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Hey You feel like sht right Get over it after youve had a necessary amount of time alcohol hiding under your covers andor pastries and figure out what we can do to make a difference Maye it isnt on Twitter although I elieve there is value here 
584,9.0,0.5015000104904175,"day, good_morn, morning, not, do, sweet, get, good, right, fly", So now I suppose we just settle in with the fact that America has een destroyed and its remnants are eing led y a horror show of a human eing Right No Fuck no we dont 
585,2.0,0.7404000163078308,"be, go, see, ill, man, home, happy, people, want, could", My English professor is someowhere in a corner going nuts with all the doule negatives If you read it how it is wrote he is guilty 
586,3.0,0.7231000065803528,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Voting lue no matter who 
587,5.0,0.5533999800682068,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", We know almost nothing more aout Muellers findings than we did efore Barrs letter 
588,5.0,0.3497999906539917,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Barr is guilty as fuck 
589,5.0,0.5863999724388123,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", If the Mueller report totally exonerated Trump we would all e reading it in its entirety right now And he would e holding a televised victory rally right now This is not over MuellerReport 
590,8.0,0.5870000123977661,"love, know, patriot, sad, ready, post, wish, sure, name, make", A trumpy friend just called me up to gloat 
591,2.0,0.774399995803833,"be, go, see, ill, man, home, happy, people, want, could", Prepare for hours of Trumpworld gloating 
592,0.0,0.5683000087738037,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Regardless of the MuellerReport I have no regrets on ending my support for Trump 
593,9.0,0.6858000159263611,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Its time to stop splitting legal hairs and MoveOn And get organized for This children doesnt fly 
594,5.0,0.8154000043869019,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", IT DOES NOT EXONERATE HIM IT DOES NOT EXONERATE HIM IT DOES NOT EXONERATE HIM IT DOES NOT EXONERATE HIM IT DOES NOT EXONERATE HIM 
595,8.0,0.46619999408721924,"love, know, patriot, sad, ready, post, wish, sure, name, make", JUST IN Rep Jerry Nadler tweets that in light of the very concerning discrepancies and final decision making at the Justice Department following the Special Counsel report the House Judiciary Committee will e calling AG William Barr to testify 
596,4.0,0.33469998836517334,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", the summary is irrelevant only the full report matters ReleaseTheEntireReport 
597,3.0,0.4925000071525574,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Let the House investigate 
598,2.0,0.770799994468689,"be, go, see, ill, man, home, happy, people, want, could", My wife has left me and gone for a ath as I rant aout trump and the BarrCoverUp She read the headline and said Ill leave you to rant We are so compatile idespisetrump LOCKHIMUP ReleaseTheFullReport 
599,9.0,0.41920000314712524,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Todays lesson if youre rich and powerful the laws dont apply to you This was always aout the rich getting away with everything and not eing held accountale for anything This is how we win in They just gave us the theme VoteBlueNoMatterWho 
600,9.0,0.1469999998807907,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Caffeinefreak 
601,5.0,0.4999000132083893,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Trumps already lying He said hes totally exonerated Muellers report specifically said it doesnt rule out exoneration ITS STAED ALREADY 
602,5.0,0.349700003862381,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Youre not exonerated 
603,3.0,0.4966000020503998,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Donald Trump proclaims hes een declared exonerated despite Mueller not exonerating him 
604,1.0,0.48429998755455017,"have, stay, een, life, court, try, large, crime, news, bahria_town", Because thats all she does learned it from her Fuhrer 
605,5.0,0.6881999969482422,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Why are you lying It specifically says that they did not make that decision Barr did Next up Congressional oversight 
606,8.0,0.541100025177002,"love, know, patriot, sad, ready, post, wish, sure, name, make", We now know for certain that Barr is partisan eyond a shadow of a dout Congress must remove him 
607,7.0,0.49050000309944153,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", I feel like I just lost a year erection MuellerReport 
608,5.0,0.40610000491142273,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Did Barr just commit ostruction of justice himself 
609,2.0,0.7357000112533569,"be, go, see, ill, man, home, happy, people, want, could", This settles it Im trapped in a parallel universe that is completely insane 
610,5.0,0.6255000233650208,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Not to make traditional prosecutorial judgment Meaning AG Barr made this decision ecause WHY Because he doesnt want to upset tRump We need the full report to see why this decision was made Too vague 
611,5.0,0.45579999685287476,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", The Special Counsel states that while this report does not conclude that the President committed a crime it also does not exonerate him 
612,5.0,0.7677000164985657,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", DOJ has just sent us a very rief letter aout the Mueller report which we will share shortly 
613,5.0,0.5354999899864197,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Black people have gotten years to life with far less evidence than Trump and Russia conspiracy produced 
614,5.0,0.6873999834060669,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Re the Mueller report Barrs letter states While this report does not conclude that the President committed a crime it also does not exonerate him 
615,4.0,0.44850000739097595,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Why did Paul Manafort share highly confidential polling data with Russian intelligence Mueller Barr What did the Russians do with it and which statesAmericans were targeted with that data as a result I fucking want to know 
616,8.0,0.4722999930381775,"love, know, patriot, sad, ready, post, wish, sure, name, make", I am in tears RIP this once great Repulictaken down y an ignorant vicious sick man Who would have EVER thought this could happen I dont know this country anymore 
617,1.0,0.4523000121116638,"have, stay, een, life, court, try, large, crime, news, bahria_town", Its impossile to elieve Has the Resistance een misled Is it a ruse to calm the waters Have they decided its too hard to prove intent will indict w financial crimes Trying to keep hope alive BarackOama EricHolder MalcolmNance Please say welle okay 
618,9.0,0.6805999875068665,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Wrap up my walk and hop in the car On the road out I ump into this guy Hes a gyrafalconprairie falcon mix His falconer was taking him out for a little exercise Thats one cool ird And as we were talking a peregrine flew over us Bird nerd stokedness level high 
619,5.0,0.6639000177383423,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Im not sure how Trump celerates the Barr letter Mueller concludes that Russia helped him significantly ut no proof of government coordination and no exoneration from ostruction investigation He accepted that help and tried to ostruct the investigation ReleaseTheReport 
620,5.0,0.5697000026702881,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", RE ostruction of justice Barr again quotes Mueller report while this report does not conclude that the president committed a crime it also does not exonerate him 
621,8.0,0.3580999970436096,"love, know, patriot, sad, ready, post, wish, sure, name, make", Trump knew this was coming He knew the report favored him Thats why he has een silent Im so fucking pissed right now 
622,5.0,0.7675999999046326,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", So Barr Rosenstein determined there was insufficient evidence to proceed That was easy snort 
623,5.0,0.3391999900341034,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", While it may very well e the case we need to see the report This is just AG Barrs summary 
624,5.0,0.4997999966144562,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", So now Id really really like to see the actual report not Barrs summary of it 
625,5.0,0.6629999876022339,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Questions I have for the Mueller version Couldnt estalish connection to Russian government is doing important work here underlying crime does not exonerate Why that phrasing 
626,5.0,0.633400022983551,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Mueller made the report Barr made the conclusions If there is no collusion or ostruction then I want to read it from the report not hear it from Barr 
627,5.0,0.5410000085830688,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", Mueller Report No Collusion No Ostruction I eleive the report But all you Dem Congressmen MSM legal experts who have told us for two years that you have seen enough evidence to convict Trump of oth collusion and ostruction I will never elieve you ever again 
628,2.0,0.5845000147819519,"be, go, see, ill, man, home, happy, people, want, could", Anyody else watching MSNBC right now Cause im not sure how to take all this Im on the verge of reaking shit ut Im trying to remain calm 
629,9.0,0.5565000176429749,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Guess Trump literally confessing on TV doesnt count 
630,8.0,0.7978000044822693,"love, know, patriot, sad, ready, post, wish, sure, name, make", We all knew he had stacked the deck so he would get away with it That does not make any of his myriad of impeachale offenses any less dire Its up to us We have to rise up and demand he e removed 
631,2.0,0.5974000096321106,"be, go, see, ill, man, home, happy, people, want, could", To clarify were not done yet When I say this is a unch of horseshit Im referring to this page paper Ill compose some thoughts on this later For now Im going to go curse at the folks to told me to give Barr the enefit of the dout 
632,2.0,0.4661000072956085,"be, go, see, ill, man, home, happy, people, want, could", So this is a unch of horseshit Mueller left it up to main justice to decide if Trump ostructed justice and they BarrRosenstein decided no even though hes on tape admitting that he ostructed justice 
633,7.0,0.5909000039100647,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Pretty sure Donald is dancing on Air Force One right now Its up to us to vote him out in Novemer 
634,5.0,0.564300000667572,"barr, say, report, mueller, would, exonerate, decision, meet, work, get", The Barr Letter says Mueller did not make a determination of whether Trump ostructed justice It sets out oth sides But Barr concludes on his determination that there was no ostruction How did he do that without trying to interview Trump Full report now needs to come out 
635,6.0,0.7576000094413757,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", ANI WATCH Madhya Pradesh Rangpanchami mahotsav celerations in Indore 
636,9.0,0.6643000245094299,"day, good_morn, morning, not, do, sweet, get, good, right, fly", repulic GariiHataoSham If Garii Hatao is a pilot then the country has suffered enough under this pilot We cannot wait for 
637,9.0,0.7925000190734863,"day, good_morn, morning, not, do, sweet, get, good, right, fly", kaushikvivek AMIT_GUJJU delhichatter ArvindKejriwal Election ko sase achha full aud fair coverage pradip hai ji rhe h 
638,9.0,0.6643000245094299,"day, good_morn, morning, not, do, sweet, get, good, right, fly", repulic GariiHataoSham If Garii Hatao is a pilot then the country has suffered enough under this pilot We cannot wait for 
639,2.0,0.44429999589920044,"be, go, see, ill, man, home, happy, people, want, could", Im_Suguna Well done pradip sir This country suffered a lot cz of these so called freeies We want development not freeies Th 
640,1.0,0.7376999855041504,"have, stay, een, life, court, try, large, crime, news, bahria_town", mukeshrajBJP Why Modi is important for internal security In North East decline in insurgency incidents reduction 
641,4.0,0.6503999829292297,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", I will e live on repulic from pm to pm Elections 
642,0.0,0.7307999730110168,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", Thanks Sid On it already 
643,9.0,0.14630000293254852,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Lopak_in 
644,4.0,0.45159998536109924,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", naveenjindaljp Good Afternoon Please Watch me today Monday On Repulic_Bharat With pradip At PMBJPIndia BJP 
645,9.0,0.7311000227928162,"day, good_morn, morning, not, do, sweet, get, good, right, fly", ahi Proud of u Pradip in the manner you took seasonal activistpsephologistpsuedo lieralkisan premi _YogendraYadav 
646,3.0,0.4002000093460083,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Beautiful trailer Congrats vivekagnihotri TheTashkentFiles 
647,4.0,0.7587000131607056,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", repulic WATCH Congress protests against ally JDS after HD Deve Gowda files nomination from Tumkur seatMayWithArna 
648,4.0,0.7506999969482422,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", pradip Will Aam Admi Party and Congress Gathandhan have impact in Delhi Watch Lalkar from Delhi Elections 
649,8.0,0.6292999982833862,"love, know, patriot, sad, ready, post, wish, sure, name, make", pradip When I countered Mr Yogendra Yadavs falseselective reading of recent surveys he responded y saying that he does not do ps 
650,2.0,0.5410000085830688,"be, go, see, ill, man, home, happy, people, want, could", Though I have high regards for Dr Roys work on elections and Verdict I wonder how can someone e finest ps 
651,4.0,0.7394000291824341,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Will Aam Admi Party and Congress Gathandhan have impact in Delhi Watch Lalkar from Delhi Elections 
652,1.0,0.8026999831199646,"have, stay, een, life, court, try, large, crime, news, bahria_town", naveenjindaljp Repulic_Bharat BJPIndia BJPDelhi AmitShahOffice RSSorg Yes sir Sir show will telecast at 
653,6.0,0.7085000276565552,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", Repulic_Bharat AAP Lalkaar 
654,4.0,0.5544999837875366,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", After days in UttarPradesh Watch Lalkar from Delhi today Elections 
655,9.0,0.6639000177383423,"day, good_morn, morning, not, do, sweet, get, good, right, fly", pradip Doing my it to encourage voters to vote in large numers Me and my team of jankiaat will organize more voter awareness 
656,9.0,0.5985999703407288,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Doing my it to encourage voters to vote in large numers Me and my team of jankiaat will organize more voter 
657,9.0,0.5116999745368958,"day, good_morn, morning, not, do, sweet, get, good, right, fly", jankiaat 
658,4.0,0.7723000049591064,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", rahul_tverma Election Polling amp 
659,8.0,0.7997999787330627,"love, know, patriot, sad, ready, post, wish, sure, name, make", Wishing vivekagnihotri all the luck for TheTashkentFiles Wish all the hard work make it a cr film More tha 
660,1.0,0.7682999968528748,"have, stay, een, life, court, try, large, crime, news, bahria_town", chitraSD UnSutleDesi Stay safe 
661,8.0,0.5957000255584717,"love, know, patriot, sad, ready, post, wish, sure, name, make", Union Minister Nitin Gadkari If I had not made AllahaadVaranasi waterway how could she Priyanaka Gandhi Vadra have travelled She also drank Ganga water could she have done the same under the UPA govt By March river Ganga will e per cent clean 
662,1.0,0.7060999870300293,"have, stay, een, life, court, try, large, crime, news, bahria_town", MayWithArna SCOOP BJP considering fielding Meenakshi Lekhi against Sonia Gandhi in Congress astion Rae Bareli 
663,6.0,0.5489000082015991,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", Thank you sir During this festival of democracy I also support Votekar initiative of PM narendramodi ji I am also inspiring youth in my circle and Constituency to vote in large numer I nominate iSinghVikash Jangid pradip MajorPoonia also to encourage others to vote 
664,0.0,0.3427000045776367,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", If you are sure aout your defeat you can promise moon Who takes it seriously Already under different schemes poor families get much more support Is it in addition to those schemes or they all will e susumed in it 
665,9.0,0.8299999833106995,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Delighted to release the cover pg of my new ook Savarkar Echoes from a Forgotten past st of a volume series that will out in a couple of months Thnx PenguinIndia MeruGokhale premanka for the trust n efforts Excited n nervous savarkar 
666,8.0,0.5350000262260437,"love, know, patriot, sad, ready, post, wish, sure, name, make", Rahul Gandhi has announced an annual grant of Rs crore to crore families in the country There is a very ig announcement But is the government having so much money MinimumIncomeGuarantee 
667,1.0,0.3111000061035156,"have, stay, een, life, court, try, large, crime, news, bahria_town", Good Afternoon Please Watch me today Monday ललकर On Repulic_Bharat With pradip At PM BJPIndia BJPDelhi AmitShahOffice RSSorg For further updates Please follow me on Twitter naveenjindaljp 
668,6.0,0.38839998841285706,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", Sharing my interview with DD News March 
669,8.0,0.8137000203132629,"love, know, patriot, sad, ready, post, wish, sure, name, make", CongCashPromise If sure aout your defeat you can promise Moon BJP dismisses Rahul Gandhis Rs year Minimum Income Guarantee Scheme 
670,8.0,0.6294000148773193,"love, know, patriot, sad, ready, post, wish, sure, name, make", PB you are Hands On guy in modern psephology Will e interesting to know the final poll results of your survey 
671,4.0,0.7394000291824341,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Will Aam Admi Party and Congress Gathandhan have impact in Delhi Watch Lalkar from Delhi Elections 
672,3.0,0.5875999927520752,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Notwithstanding the respect I have for PrannoyRoyNDTV JI ut just cant resist 
673,4.0,0.5254999995231628,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", Why did the Congress wage an alliance with AAP See the iggest deate with Pradeep Bhandari from Delhi Lalkaar on the night from Delhi at PM LIVE on Repulic India 
674,9.0,0.6104999780654907,"day, good_morn, morning, not, do, sweet, get, good, right, fly", Doing my it to encourage voters to vote in large numers Me and my team of jankiaat will organize more voter awareness panchayats across the country especially in rural areas Elections VoteKar 
675,4.0,0.7734000086784363,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", What are the political issues of Jaunpur Lok Saha seat of Uttar Pradesh What is the people of Jaunpur saying Look at the people who spoke with the reporter in this pulic square pradip Elections JanKiBaatOnElections PradeepAnalysis UttarPradesh MondayMotivatio 
676,7.0,0.8673999905586243,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", Please see my article pulished in your newspaper The MCA data replaced ASI data starting and it shows the same roust growth through the last year for which ASI data are availale You should ask this question of every economist not defending GDP data 
677,6.0,0.642799973487854,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", A historic moment for IAF_MCC and for Indias defence preparedness 
678,7.0,0.6482999920845032,"wonderful, year, gronkowski, everyone, tweet, think, look, funniest, retirement, ack", we are small film with a mission Beyond Box Offie RightToTruth 
679,3.0,0.6850000023841858,"great, good_morning, hope, vote, s, start, forget, let, get, elieve", Election Polling Seat Forecasting Videos of panel discussions jointly hosted y LoknitiCSDS CPR_India are now availale 
680,9.0,0.8443999886512756,"day, good_morn, morning, not, do, sweet, get, good, right, fly", djglidden patsradycrazy lamas PatsKam Thats right 
681,4.0,0.8698999881744385,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", TuranedPatriot ladydog AnthonyCurtis diegoarilo gemcos deadrew PrincessSMH chipharris 
682,8.0,0.5871000289916992,"love, know, patriot, sad, ready, post, wish, sure, name, make", djglidden Keep me posted Love you 
683,9.0,0.6621000170707703,"day, good_morn, morning, not, do, sweet, get, good, right, fly", patsradycrazy lamas PatsKam So true sis 
684,9.0,0.7861999869346619,"day, good_morn, morning, not, do, sweet, get, good, right, fly", patsradycrazy lamas PatsKam Lmao 
685,8.0,0.7228000164031982,"love, know, patriot, sad, ready, post, wish, sure, name, make", Mark_ RoGronkowski Patriots 
686,8.0,0.5634999871253967,"love, know, patriot, sad, ready, post, wish, sure, name, make", Mark_ RoGronkowski Patriots Im so sad aout this 
687,9.0,0.35830000042915344,"day, good_morn, morning, not, do, sweet, get, good, right, fly", patsradycrazy Miss you too 
688,4.0,0.8697999715805054,"monday, patsradycrazy_gemcos, kckittie_pgar, ladydog, ladydog_diegoarilo, turanedpatriot, turanedpatriot_princesssmh, election, good, delhi", FoxySparkles djglidden ladydog DonnadlgDl GillyWillyWoo TB_Forever Batman_ sheseezstarz 
689,0.0,0.4011000096797943,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", FoxySparkles Thanks Viv and same to you sweetie 
690,9.0,0.1476999968290329,"day, good_morn, morning, not, do, sweet, get, good, right, fly", JesseThomasJoh You too Jesse 
691,6.0,0.7630000114440918,"watch, also, tayyamemon, live, truth, world, interview, chalnanikal, pay, aap", djglidden Thoughts and prayers sis 
692,8.0,0.6998000144958496,"love, know, patriot, sad, ready, post, wish, sure, name, make", You possess the potential to make someone day and it won More for Leo 
693,0.0,0.6500999927520752,"marie, thank, week, trump, never, need, sweetie, hug, ever, trip", SportsfanRISH aolisn 
